title,price,city,location,images,modelyear,millage,fueltype,transmission,registeredin,color,assembly,enginecapacity,bodytype,lastupdated,adref,carfeatures,sellercomments
Toyota Land Cruiser Cygnus 2002,PKR 98 lacs,lahore," DHA Phase 2, Lahore Punjab","['https://cache2.pakwheels.com/ad_pictures/1029/toyota-land-cruiser-cygnus-2002-102992541.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-land-cruiser-cygnus-2002-102992540.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-land-cruiser-cygnus-2002-102992542.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-land-cruiser-cygnus-2002-102992539.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2002
","210,000 km",Petrol,Automatic,Punjab,White,Imported,4700 cc,SUV,"Jun 11, 2024",https://www.pakwheels.com/used-cars/toyota-land-cruiser-2002-for-sale-in-lahore-8824095,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CoolBox', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  2002 MODEL NEW ZIGZAG GEAR Roof Bonnet And Trunk In Genuine Paint Sides ShoweredNO MAJOR ACCIDENTON SEALSGIFT FOR LAND CRUISER LOVERSNEAT AND CLEAN CAR ENGINE IN PRISTINE CONDITIONSUSPENSION IN PERFECT CONDITION 
    
"
Honda Vezel Hybrid Z 2017,PKR 72.5 lacs,lahore," PCSIR Phase 2, Lahore Punjab","['https://cache2.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-z-2017-102992491.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-z-2017-102992476.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-z-2017-102992489.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-z-2017-102992475.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-z-2017-102992490.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-z-2017-102992495.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-z-2017-102992494.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-z-2017-102992497.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-z-2017-102992493.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-z-2017-102992496.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-z-2017-102992487.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-z-2017-102992488.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-z-2017-102992492.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2017
","100,000 km",Hybrid,Automatic,Un-Registered,Red,Imported,1500 cc,Crossover,"Jun 11, 2024",https://www.pakwheels.com/used-cars/honda-vezel-2017-for-sale-in-lahore-8824092,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  HONDA VEZEL HYBRID Z SENSING 2017Color : British Red4.5 Grade Auction Sheet available Total Genuine 100%Perfect ConditionComplete documentsMODEL 2017IMPORT 2022UNREGISTERED Milage : 100,000Some of its features include -Hybrid-8 Airbags-ABS-Stability Control-Alloys-Honda Sensing-Adaptive Cruise Control-Pre-Crash Safety-Lane Keeping Assist-Smart Key with Push Start-Audio Controls on Steering-Reverse Camera-Paddle Shift-Half Leather Seats-Front Heated Seats and much more!

"
Mercedes Benz S Class S350 2007,PKR 1.15 crore,lahore," DHA Defence, Lahore Punjab","['https://cache1.pakwheels.com/ad_pictures/1029/mercedes-benz-s-class-s-350-2007-102992439.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/mercedes-benz-s-class-s-350-2007-102992431.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/mercedes-benz-s-class-s-350-2007-102992435.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/mercedes-benz-s-class-s-350-2007-102992433.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/mercedes-benz-s-class-s-350-2007-102992440.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/mercedes-benz-s-class-s-350-2007-102992437.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/mercedes-benz-s-class-s-350-2007-102992436.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/mercedes-benz-s-class-s-350-2007-102992438.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/mercedes-benz-s-class-s-350-2007-102992434.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/mercedes-benz-s-class-s-350-2007-102992432.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2007
","85,000 km",Petrol,Automatic,Punjab,White,Imported,3500 cc,Sedan,"Jun 11, 2024",https://www.pakwheels.com/used-cars/mercedes-benz-s-class-2007-for-sale-in-lahore-8824086,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CoolBox', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Mercedes S 350 L2007 ModelShahnawaz 0 meter importUplifted in 2012Old orignal parts Available Totally original Mileage Kindly call for Further Information
    
"
Suzuki Mehran VX Euro II 2014,PKR 9.25 lacs,lahore," DHA Rehbar, Lahore Punjab","['https://cache1.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2014-102992203.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2014-102992204.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2014-102992205.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2014-102992207.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2014-102992208.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2014-102992206.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2014
","109,000 km",Petrol,Manual,Lahore,Grey,Local,800 cc,Hatchback,"Jun 11, 2024",https://www.pakwheels.com/used-cars/suzuki-mehran-2014-for-sale-in-lahore-8824081,"[' AM/FM Radio', ' CD Player', ' Immobilizer Key']","
  Water throw engineSeal to sealBook file original80% original paint Inner total original Family use carEngine seal to sealNot a single work
    
"
Honda Civic Turbo 1.5 VTEC CVT 2016,PKR 53 lacs,lahore, Lahore Punjab,"['https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-turbo-1-5-vtec-cvt-2016-102992251.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-turbo-1-5-vtec-cvt-2016-102992254.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-turbo-1-5-vtec-cvt-2016-102992248.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-turbo-1-5-vtec-cvt-2016-102992252.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-turbo-1-5-vtec-cvt-2016-102992253.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-turbo-1-5-vtec-cvt-2016-102992247.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-turbo-1-5-vtec-cvt-2016-102992250.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-turbo-1-5-vtec-cvt-2016-102992249.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2016
","60,000 km",Petrol,Automatic,Sindh,Modern Steel Metallic,Local,1500 cc,Sedan,"Jun 11, 2024",https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-8824080,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  One Of The Cleanest Turbos in  100% Genuine Red 2021 Meter Genuine Head Lamp UpliftGenuine Alloy Rim Uplift Very Well Maintained Seeing Is Believing 

"
Changan Oshan X7 FutureSense 2023,PKR 82.8 lacs,lahore," Wapda Town, Lahore Punjab","['https://cache4.pakwheels.com/ad_pictures/1029/changan-oshan-x7-futuresense-2023-102992215.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/changan-oshan-x7-futuresense-2023-102992216.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/changan-oshan-x7-futuresense-2023-102992220.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/changan-oshan-x7-futuresense-2023-102992217.webp']","2023
","7,895 km",Petrol,Automatic,Punjab,Galaxy Black,Local,1500 cc,Compact SUV,"Jun 11, 2024",https://www.pakwheels.com/used-cars/changan-oshan-x7-2023-for-sale-in-lahore-8824070,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  doctor used First owner neat and clean well kept Original return file is available . Call/SMS only during office hours please. As good as a brand new car. Original Book is available. Engine in pristine condition .
    
"
Toyota Vitz F Safety Edition III 2019,PKR 49 lacs,lahore," Bahria Town, Lahore Punjab","['https://cache4.pakwheels.com/ad_pictures/1029/toyota-vitz-f-safety-edition-iii-2019-102992235.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-vitz-f-safety-edition-iii-2019-102992234.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-vitz-f-safety-edition-iii-2019-102992242.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-vitz-f-safety-edition-iii-2019-102992233.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-vitz-f-safety-edition-iii-2019-102992239.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-vitz-f-safety-edition-iii-2019-102992240.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-vitz-f-safety-edition-iii-2019-102992244.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-vitz-f-safety-edition-iii-2019-102992237.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-vitz-f-safety-edition-iii-2019-102992243.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-vitz-f-safety-edition-iii-2019-102992241.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-vitz-f-safety-edition-iii-2019-102992238.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-vitz-f-safety-edition-iii-2019-102992245.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-vitz-f-safety-edition-iii-2019-102992236.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2019
","62,000 km",Petrol,Automatic,Punjab,Silver,Imported,1300 cc,Hatchback,"Jun 11, 2024",https://www.pakwheels.com/used-cars/toyota-vitz-2019-for-sale-in-lahore-8824071,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Not register applied for 2019 - 2023, Top variant car total genuine. 
    
"
Toyota Corolla 2016,PKR 33 lacs,lahore, Lahore Punjab,"['https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-2016-102992088.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-2016-102992086.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-2016-102992087.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-2016-102992089.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-2016-102992090.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2016
","133,200 km",Petrol,Manual,Lahore,Black,Imported,100 cc,N/A,"Jun 11, 2024",https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-8824063,['not listed'],"
  alloy rim
    
"
Honda N Wgn 2020,PKR 37.5 lacs,lahore," Shadman 2, Lahore Punjab","['https://cache1.pakwheels.com/ad_pictures/9990/honda-n-wgn-2020-99905607.webp', 'https://cache1.pakwheels.com/ad_pictures/9990/honda-n-wgn-2020-99905608.webp', 'https://cache2.pakwheels.com/ad_pictures/9990/honda-n-wgn-2020-99905606.webp', 'https://cache4.pakwheels.com/ad_pictures/9990/honda-n-wgn-2020-99905609.webp', 'https://cache4.pakwheels.com/ad_pictures/9990/honda-n-wgn-2020-99905605.webp', 'https://cache3.pakwheels.com/ad_pictures/9990/honda-n-wgn-2020-99905604.webp', 'https://cache3.pakwheels.com/ad_pictures/9990/honda-n-wgn-2020-99905603.webp', 'https://cache3.pakwheels.com/ad_pictures/9990/honda-n-wgn-2020-99905613.webp', 'https://cache2.pakwheels.com/ad_pictures/9990/honda-n-wgn-2020-99905610.webp', 'https://cache3.pakwheels.com/ad_pictures/9990/honda-n-wgn-2020-99905612.webp', 'https://cache4.pakwheels.com/ad_pictures/9990/honda-n-wgn-2020-99905614.webp', 'https://cache2.pakwheels.com/ad_pictures/9990/honda-n-wgn-2020-99905615.webp', 'https://cache4.pakwheels.com/ad_pictures/9990/honda-n-wgn-2020-99905616.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2020
","22,000 km",Petrol,Automatic,Un-Registered,Grey,Imported,660 cc,N/A,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-n-wgn-2020-for-sale-in-lahore-8601168,"[' ABS', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cruise Control', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  IMPORTED BY MAX IMPORTS Honda N wgn custom G2020 Model2024 fresh import 22,000 kms driven Cruise control Multimedia steering Alloy wheels Side panelsAndroid DVD player
    
"
Honda Vezel Hybrid X 2016,PKR 55 lacs,lahore," Excise & Taxation Housing Scheme, Lahore Punjab","['https://cache4.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988099.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988094.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988107.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988114.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988106.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988095.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988113.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988108.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988115.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988112.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988100.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988090.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988096.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988093.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988091.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988092.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988105.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988111.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988110.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-vezel-hybrid-x-2016-102988097.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2016
","128,000 km",Hybrid,Automatic,Punjab,Grey,Imported,1500 cc,Crossover,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-vezel-2016-for-sale-in-lahore-8823774,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  2016 model 2022 import2023 registration No work required Genuine mileageJust like a Zero Meter car. Complete service details available. 100% maintained by dealership. Price is slightly negotiable. Alloy Rims. Original return file is available. Original book of this car is also available. Fitted with new tires. Auction sheet can be verified. All taxes paid.
    
"
Honda City 1.3 i-VTEC Prosmatec 2018,PKR 37.95 lacs,lahore," DHA Defence, Lahore Punjab","['https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102830262.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102830305.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102830269.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102830251.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102830253.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102830300.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102830265.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102830249.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102830301.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102830252.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102830266.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-prosmatec-2018-102830303.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2018
","65,000 km",Petrol,Automatic,Islamabad,Taffeta White,Local,1300 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-lahore-8811952,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Total genuine body Ill pay fine if any part is shower Genune milage Own name Price is almost finalDealers say mazrat
    
"
Toyota Prado TX Limited 2.7 2017,Call for price,lahore, Lahore Punjab,"['https://cache4.pakwheels.com/ad_pictures/1026/toyota-prado-tx-limited-3-2017-102690888.webp', 'https://cache1.pakwheels.com/ad_pictures/1026/toyota-prado-tx-limited-3-2017-102690894.webp', 'https://cache1.pakwheels.com/ad_pictures/1026/toyota-prado-tx-limited-3-2017-102690891.webp', 'https://cache2.pakwheels.com/ad_pictures/1026/toyota-prado-tx-limited-3-2017-102690890.webp', 'https://cache2.pakwheels.com/ad_pictures/1026/toyota-prado-tx-limited-3-2017-102690892.webp', 'https://cache3.pakwheels.com/ad_pictures/1026/toyota-prado-tx-limited-3-2017-102690884.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/toyota-prado-tx-limited-3-2017-102690893.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/toyota-prado-tx-limited-3-2017-102690887.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/toyota-prado-tx-limited-3-2017-102690889.webp', 'https://cache1.pakwheels.com/ad_pictures/1026/toyota-prado-tx-limited-3-2017-102690895.webp', 'https://cache3.pakwheels.com/ad_pictures/1026/toyota-prado-tx-limited-3-2017-102690886.webp', 'https://cache3.pakwheels.com/ad_pictures/1026/toyota-prado-tx-limited-3-2017-102690882.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2017
","56,000 km",Petrol,Automatic,Islamabad,Super White,Imported,2700 cc,SUV,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-prado-2017-for-sale-in-lahore-8792110,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  PRADO TXLPearl white with Black room2017 model 2021 import 2021 islamabad registration Total original As brand new19” wheelsOriginal modilista body kitsRear entertainment from japan
    
"
Honda Civic Oriel 1.8 i-VTEC CVT 2020,PKR 61 lacs,lahore," Johar Town, Lahore Punjab","['https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2020-102986050.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2020-102986046.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2020-102986051.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2020-102986045.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2020-102986047.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2020-102986034.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2020-102986052.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2020-102986048.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2020-102986054.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2020-102986049.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2020-102986056.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2020-102986053.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2020-102986055.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2020
","67,000 km",Petrol,Automatic,Punjab,Silver,Local,1800 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-lahore-8823631,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  2020 model car ,non accidental ,total genuine ,first owner
    
"
